pattern_id,pattern_alternation,cell_left,cell_right
0,re ⇌ bit / X*[ā-ē-ī]_,prs.act.inf,fut.act.ind.3.sg
1,er_ ⇌ _t / X*[-labdent]+_[e-r-ē]+_,prs.act.inf,fut.act.ind.3.sg
2,_re ⇌ i_t / X*[-spread -labdent][-spread -lat -labdent -low]_[c-d-e-g-s-t-z-ē]+_,prs.act.inf,fut.act.ind.3.sg
3,īr_ ⇌ i_t / X*[-spread -low]_e_,prs.act.inf,fut.act.ind.3.sg
4,rī ⇌ t / [-spread]*fie_,prs.act.inf,fut.act.ind.3.sg
5,sse ⇌ rit / [-spread -lat -labdent]*e_,prs.act.inf,fut.act.ind.3.sg
6,r_ ⇌ _t / [-spread -lat]*fe_re_,prs.act.inf,fut.act.ind.3.sg
7,l_ ⇌ _t / [m-n][a-o]_le_,prs.act.inf,fut.act.ind.3.sg
8,ss_ ⇌ t_rit / po_e_,prs.act.inf,fut.act.ind.3.sg
9,āre ⇌ auī / X*[-low]_,prs.act.inf,prf.act.ind.1.sg
10,ere ⇌ sī / [-spread -labdent]+[e-i-l-o-r-u-y-ē-ī-ō-ū][b-c-g-m-p-q]_,prs.act.inf,prf.act.ind.1.sg
11,ere ⇌ idī / [-spread -lat -labdent]+d_,prs.act.inf,prf.act.ind.1.sg
12,_re ⇌ iu_ / X*_[i-u-y-ī-ū]+_,prs.act.inf,prf.act.ind.1.sg
13,_re ⇌ i_ / X*_ī_,prs.act.inf,prf.act.ind.1.sg
14,ēre ⇌ uī / X*[-spread -labdent][-spread -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
15,escere ⇌ uī / X*[-spread -labdent][-spread -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
16,_ere ⇌ e_ī / [-spread -lat -labdent]+[e-i-l-o-r-u-y-ē-ī-ō-ū]_[c-g-q-u-ū]_,prs.act.inf,prf.act.ind.1.sg
17,a_ere ⇌ e_ī / X*[-spread -low]*_[-spread -nas -lat -labdent -low]+_,prs.act.inf,prf.act.ind.1.sg
18,i_ere ⇌ e_ī / [-spread]+_[b-c-d-g-m-n-p-q-s-t-z]+_,prs.act.inf,prf.act.ind.1.sg
19,gere ⇌ csī / [-spread]*[-spread -nas][e-i-m-n-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
20,ere ⇌ ī / X*[-spread -labdent][-spread -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
21,āre ⇌ ī / [-spread -nas -lat -labdent]*[-spread -low -back][-spread -lat -labdent][b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
22,ēre ⇌ ī / [-spread]*[-spread -lat][-spread -lat -labdent][-spread -lat -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
23,ēr_ ⇌ _uī / [-spread -lat]*[e-i-l-m-n-o-r-u-y-ē-ī-ō-ū]_e_,prs.act.inf,prf.act.ind.1.sg
24,dere ⇌ sī / [-spread -labdent]*[-spread -nas][a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
25,ere ⇌ uī / [-spread]*[-spread -labdent][-spread -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
26,m_ere ⇌ _ī / [-spread -lat -labdent]*[d-r-z][i-u]_[-spread -lat -labdent -low]+_,prs.act.inf,prf.act.ind.1.sg
27,eder_ ⇌ _ssī / [-spread -lat -labdent]*c_e_,prs.act.inf,prf.act.ind.1.sg
28,n_ere ⇌ _ī / [-spread]*[-spread -nas -low][-long]_[-spread -nas -lat -labdent -low]+_,prs.act.inf,prf.act.ind.1.sg
29,_s_ere ⇌ t__ī / [-spread -lat -labdent]*s_i_t_,prs.act.inf,prf.act.ind.1.sg
30,āre ⇌ uī / [-spread -lat]*[-spread -labdent -low][a-c-e-g-i-o-q-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prs.act.inf,prf.act.ind.1.sg
31,ēre ⇌ sī / [-spread -labdent]*[a-e-l-m-n-o-r-ā-ē-ō][a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-m-n-p-q-t]_,prs.act.inf,prf.act.ind.1.sg
32,gēre ⇌ sī / [-spread -lat]*[-long][l-r]_,prs.act.inf,prf.act.ind.1.sg
33,here ⇌ csī / [-spread -lat -labdent]*[e-i-o-r-u-y-ē-ī-ō-ū][a-e]_,prs.act.inf,prf.act.ind.1.sg
34,esse ⇌ fuī / [-spread -lat -labdent]*_,prs.act.inf,prf.act.ind.1.sg
35,ere ⇌ psī / [-spread -lat -labdent]*[e-i-o-u]m_,prs.act.inf,prf.act.ind.1.sg
36,scere ⇌ uī / [-spread]*[-spread -labdent -low][-long]_,prs.act.inf,prf.act.ind.1.sg
37,m_ere ⇌ _uī / [-spread -nas -lat -labdent -low]*[a-b-d-e-g-i-o-r-u-y-z-ā-ē-ī-ō-ū][-spread -lat -labdent -low]cu_b_,prs.act.inf,prf.act.ind.1.sg
38,iscere ⇌ uī / [-spread -labdent]*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prs.act.inf,prf.act.ind.1.sg
39,rere ⇌ siuī / [-spread -lat -labdent]*[-spread -lat -labdent -low][q-u-ū][a-o-u][e-i]_,prs.act.inf,prf.act.ind.1.sg
40,_re ⇌ u_ / [-spread]*[-spread -labdent -high][a-e-i-o-r-u-y-ā-ē-ī-ō-ū][c-d-g-l-r-s-t-z]_ī_,prs.act.inf,prf.act.ind.1.sg
41,gēre ⇌ csī / [-spread -lat]*[-spread +cont -nas -labdent][e-i-l-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
42,s_ere ⇌ di_ī / [-spread -lat -labdent]*[d-r-z][a-e-i]_[c-d-g-t]_,prs.act.inf,prf.act.ind.1.sg
43,erēr_ ⇌ _sī / [-spread -lat -labdent]*ha_e_,prs.act.inf,prf.act.ind.1.sg
44,re ⇌  / [-spread -lat]*[e-i-l-o-r-u-y-ē-ī-ō-ū][+voice -spread -labdent -low]ī_,prs.act.inf,prf.act.ind.1.sg
45,ttere ⇌ sī / [-spread -lat]*mi_,prs.act.inf,prf.act.ind.1.sg
46,tere ⇌ suī / [-spread -lat]*[b-d-l-m-n-p-r-s-t-z]ec_,prs.act.inf,prf.act.ind.1.sg
47,uere ⇌ csī / [-spread -lat -labdent]*[f-o-u-y-ō-ū]i_,prs.act.inf,prf.act.ind.1.sg
48,rere ⇌ ssī / [-spread -lat -labdent]*[e-i-o-u]_,prs.act.inf,prf.act.ind.1.sg
49,ferre ⇌ tulī / [-spread -lat -labdent]*_,prs.act.inf,prf.act.ind.1.sg
50,tere ⇌ sī / [-spread -lat]*[-spread -labdent -low]e[c-d-g-r-s-t-z]_,prs.act.inf,prf.act.ind.1.sg
51,ere ⇌ csī / [-spread -lat]*[f-p-s-t][l-r]u_,prs.act.inf,prf.act.ind.1.sg
52,ge_cere ⇌ _ī / [b-d-e-f-o-p-s-t-z-ē-ō]*[a-o-u][l-r]_s_,prs.act.inf,prf.act.ind.1.sg
53,i_ere ⇌ e_sī / [-spread -lat -labdent]*[-spread -labdent -low][b-d-l-p-r-s-t-z]_[b-c-g-m-p-q]_,prs.act.inf,prf.act.ind.1.sg
54,iner_ ⇌ _uī / [-spread -labdent]*l_e_,prs.act.inf,prf.act.ind.1.sg
55,_re ⇌ s_ / [-spread -lat -labdent]+[e-i-n-r-ē-ī][c-p-q]_ī_,prs.act.inf,prf.act.ind.1.sg
56,er_cere ⇌ _ī / [-spread -lat -labdent]*ha_es_,prs.act.inf,prf.act.ind.1.sg
57,nere ⇌ suī / [-spread -lat -labdent]*po_,prs.act.inf,prf.act.ind.1.sg
58,āre ⇌ itī / [-spread -lat -labdent]+st_,prs.act.inf,prf.act.ind.1.sg
59,de_cere ⇌ _ī / [-spread -lat -labdent -low]*ar_s_,prs.act.inf,prf.act.ind.1.sg
60,gere ⇌ sī / [-spread -lat]*[-spread -lat -low][-long][l-r]_,prs.act.inf,prf.act.ind.1.sg
61,el_ere ⇌ u_ī / [a-b-c-d-e-g-o-p-q-s-t-y-z-ā-ē-ō]?[-spread -nas -lat -labdent][b-d-e-m-n-o-p-r-s-t-z-ē-ō][c-p-q]_l_,prs.act.inf,prf.act.ind.1.sg
62,ere ⇌ iuī / [-spread]*[-spread -nas -lat][-spread -lat -labdent][b-c-d-g-p-q-s-t-z]_,prs.act.inf,prf.act.ind.1.sg
63,ere ⇌ iī / [-spread]*[-spread -low][-spread -nas -lat -labdent][-spread -lat -labdent -low]_,prs.act.inf,prf.act.ind.1.sg
64,rime_ ⇌ _ssī / [c-d-e-g-i-n-r-s-t-z-ē-ī]*[-spread -nas -lat -labdent][b-d-e-m-n-p-r-s-t-z-ē]p_re_,prs.act.inf,prf.act.ind.1.sg
65,dēre ⇌ sī / [-spread -labdent]*[a-e-i-o-r-u-y-ā-ē-ī-ō-ū]+_,prs.act.inf,prf.act.ind.1.sg
66,iger_ ⇌ _csī / [-spread -lat -labdent]*[-spread -labdent -low][d-l-r-s-t-z]_e_,prs.act.inf,prf.act.ind.1.sg
67,bere ⇌ psī / [-spread -lat -labdent]*[e-l-m-n-o-r-ē-ō][e-i-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
68,t_re ⇌ s_ / [-spread -lat -labdent]*sen_ī_,prs.act.inf,prf.act.ind.1.sg
69,erer_ ⇌ _uī / [-spread -lat -labdent]*s_e_,prs.act.inf,prf.act.ind.1.sg
70,idēr_ ⇌ _dī / [-spread -nas -lat -labdent -low]*[-spread -nas -lat -labdent][b-d-e-m-n-o-p-r-s-t-z-ē-ō]s_e_,prs.act.inf,prf.act.ind.1.sg
71,ge_ ⇌ _csī / [-spread -lat -labdent]*[p-s-t][e-i-o-u]r_re_,prs.act.inf,prf.act.ind.1.sg
72,erne_e ⇌ _auī / [-spread -lat -labdent]*st_r_,prs.act.inf,prf.act.ind.1.sg
73,ere_e ⇌ _iuī / [-spread -lat -labdent]*t_r_,prs.act.inf,prf.act.ind.1.sg
74,ge_cere ⇌ c_ī / [-spread -lat -low -back]*[a-e-r-ā-ē][i-u]_s_,prs.act.inf,prf.act.ind.1.sg
75,a_ere ⇌ eci_ī / [a-b-d-e-o-p-r-s-t-z-ā-ē-ō]*[-spread -nas -lat -labdent -low]*c_[d-n]_,prs.act.inf,prf.act.ind.1.sg
76,a__ere ⇌ _ci_ī / [b-d-e-p-r-s-t-z-ē]*c_e_d_,prs.act.inf,prf.act.ind.1.sg
77,e_cere ⇌ _ī / [-spread -labdent -low]*luc_s_,prs.act.inf,prf.act.ind.1.sg
78,erne_ ⇌ _uī / [-spread -lat -labdent -low]*[c-p-q]_re_,prs.act.inf,prf.act.ind.1.sg
79,ār_ ⇌ _dī / [-spread -lat -labdent]*d_e_,prs.act.inf,prf.act.ind.1.sg
80,ār_ ⇌ _tī / [-spread -lat -labdent -low]*st_e_,prs.act.inf,prf.act.ind.1.sg
81,escere ⇌ ī / [-spread]*[b-d-e-i-m-n-p-r-s-t-y-z-ē-ī][-spread -lat -labdent][e-i-o-r-s-u-y-z-ē-ī-ō-ū]_,prs.act.inf,prf.act.ind.1.sg
82,cēre ⇌ sī / [-spread -lat -labdent]*[b-d-m-n-p-t][o-u][l-r]_,prs.act.inf,prf.act.ind.1.sg
83,inger_ ⇌ _gī / [-spread -lat -labdent]*[-spread -lat -low][b-d-f-m-n-p-s-t-z][b-d-p-r-s-t-z]_e_,prs.act.inf,prf.act.ind.1.sg
84,quere ⇌ csī / [-spread -lat -labdent]*[c-s-t][e-o]_,prs.act.inf,prf.act.ind.1.sg
85,t_re ⇌ ss_ / concu_ī_,prs.act.inf,prf.act.ind.1.sg
86,c_re ⇌ s_ / [-spread -lat]*[f-r-s-z][-long][e-i-l-o-r-u-y-ē-ī-ō-ū]_ī_,prs.act.inf,prf.act.ind.1.sg
87,anger_ ⇌ _gī / [-spread -lat -low]*[b-d-p-r-s-t-z]_e_,prs.act.inf,prf.act.ind.1.sg
88,iniscer_ ⇌ _csī / conqu_e_,prs.act.inf,prf.act.ind.1.sg
89,nere ⇌ psī / [b-c-d-e-g-m-n-o-p-q-s-t-y-z-ē-ō]*tem_,prs.act.inf,prf.act.ind.1.sg
90,rquē_e ⇌ _sī / [-spread -lat -labdent]*to_r_,prs.act.inf,prf.act.ind.1.sg
91,tere ⇌ ssī / [-spread -nas -lat -labdent]*[-spread -lat -labdent -low][c-g-q-u-ū][a-o-u]_,prs.act.inf,prf.act.ind.1.sg
92,r_re ⇌ s_ / [b-c-d-e-g-o-p-q-s-t-y-z-ē-ō]*[d-e-r-s-t-z-ē]*hau_ī_,prs.act.inf,prf.act.ind.1.sg
93,guere ⇌ csī / [-spread -labdent -low]*[i-u]n_,prs.act.inf,prf.act.ind.1.sg
94,ques_ere ⇌ _uī / [d-e-i-r-z-ē-ī]*li_c_,prs.act.inf,prf.act.ind.1.sg
95,tere ⇌ ssuī / [d-e-z-ē]*me_,prs.act.inf,prf.act.ind.1.sg
96,_ere ⇌ po_ī / [c-d-e-g-s-t-z-ē]*_posc_,prs.act.inf,prf.act.ind.1.sg
97,iscere ⇌ ī / r?[d-e-l-r-z-ē][a-e-f-o-s-z-ā-ē-ō][-spread -lat -labdent -low][b-c-g-p-q]_,prs.act.inf,prf.act.ind.1.sg
98,ern_ ⇌ _uī / desp_ere_,prs.act.inf,prf.act.ind.1.sg
99,_ēre ⇌ pe_ī / [d-e-s-t-z-ē]*_p[e-o]nd_,prs.act.inf,prf.act.ind.1.sg
100,_ēre ⇌ to_ī / [a-b-d-e-o-p-r-s-t-z-ā-ē-ō]*_tond_,prs.act.inf,prf.act.ind.1.sg
101,es_ere ⇌ _sī / [-spread -lat -low]*flu_c_,prs.act.inf,prf.act.ind.1.sg
102,all_r_ ⇌ _f_llī / f_e_e_,prs.act.inf,prf.act.ind.1.sg
103,dēre ⇌ isī / gau_,prs.act.inf,prf.act.ind.1.sg
104,gi_ner_ ⇌ __nuī / [-spread -lat -labdent -low]*_g_e_,prs.act.inf,prf.act.ind.1.sg
105,ce_cere ⇌ _ī / [e-i-n-r-ē-ī]*rau_s_,prs.act.inf,prf.act.ind.1.sg
106,ascere ⇌ ī / lau_,prs.act.inf,prf.act.ind.1.sg
107,l_e ⇌ _uī / [m-n][a-o]_l_,prs.act.inf,prf.act.ind.1.sg
108,escere ⇌ fuī / [-spread -nas -lat -labdent -low]*_,prs.act.inf,prf.act.ind.1.sg
109,ar_r_ ⇌ _p_rī / p_e_e_,prs.act.inf,prf.act.ind.1.sg
110,_ere ⇌ pe_ī / _p?[b-d-e-o-p-s-t-z-ē-ō][d-e-n-s-t-z-ē][c-d-g-t]_,prs.act.inf,prf.act.ind.1.sg
111,l_ere ⇌ pu_ī / pe_l_,prs.act.inf,prf.act.ind.1.sg
112,tiscere ⇌ sī / [b-d-e-p-r-s-t-z-ē]*sen_,prs.act.inf,prf.act.ind.1.sg
113,sse ⇌ tuī / po_,prs.act.inf,prf.act.ind.1.sg
114,reme_ ⇌ _ssī / p_re_,prs.act.inf,prf.act.ind.1.sg
115,desse ⇌ fuī / pro_,prs.act.inf,prf.act.ind.1.sg
116,l_escere ⇌ _uī / sp_end_,prs.act.inf,prf.act.ind.1.sg
117,āre ⇌ atum / X*[-low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
118,ere ⇌ tum / X*[-spread -labdent][-spread -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
119,ere ⇌ itum / [-spread]*[-spread -lat -labdent][-spread -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
120,īre ⇌ itum / X*_,prs.act.inf,prf.pass.ptcp.nom.n.sg
121,_ere ⇌ e_tum / [-spread -lat -labdent]*[-spread -lat -labdent -high][e-i-l-r-ē-ī]_[-spread -nas -lat]+_,prs.act.inf,prf.pass.ptcp.nom.n.sg
122,gere ⇌ ctum / [-spread]*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
123,igere ⇌ actum / [-spread -lat -labdent]+[a-b-d-e-m-n-o-p-s-t-z-ā-ē-ō]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
124,ēr_ ⇌ _tum / [-spread -lat]*[-spread -labdent -low]_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
125,ēre ⇌ itum / [-labdent]*[-spread -lat -labdent][-spread -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
126,dere ⇌ sum / X*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
127,i_ere ⇌ e_tum / [-spread -lat -labdent]*[-spread -low][-spread -nas -low]_[b-c-d-g-m-n-p-q-t]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
128,erī ⇌ tum / [-spread]*fi_,prs.act.inf,prf.pass.ptcp.nom.n.sg
129,m_ere ⇌ _tum / [-spread -lat -labdent]*[d-r-z][i-u]_[-spread -lat -labdent -low]+_,prs.act.inf,prf.pass.ptcp.nom.n.sg
130,dere ⇌ ssum / [-spread -lat]*[-long]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
131,ndere ⇌ ssum / [-spread -lat]*[b-c-d-f-g-p-q-r-s-t-z][-long]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
132,_s_ere ⇌ t__um / [a-b-d-e-o-z-ā-ē-ō][b-d-e-p-s-t-z-ē]s_i_t_,prs.act.inf,prf.pass.ptcp.nom.n.sg
133,gēre ⇌ sum / [-spread -lat]*[b-d-f-m-n-p-s-t-z][e-i-o-u][l-r]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
134,i_ēre ⇌ e_tum / [a-c-d-e-g-s-t-z-ā-ē]?[-spread -nas -lat -labdent][b-d-e-l-m-n-p-r-s-t-z-ē][d-l-r-s-t-z]_[c-d-g-n-t]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
135,here ⇌ ctum / [-spread -lat -labdent]*[e-i-o-r-u-y-ē-ī-ō-ū][a-e]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
136,ere ⇌ ptum / [-spread -lat -labdent]*[e-i-o-u]m_,prs.act.inf,prf.pass.ptcp.nom.n.sg
137,ēre ⇌ um / [-spread -nas -lat -labdent]*cens_,prs.act.inf,prf.pass.ptcp.nom.n.sg
138,oscere ⇌ itum / [-spread -lat -labdent]*[a-b-d-e-o-z-ā-ē-ō][d-g]n_,prs.act.inf,prf.pass.ptcp.nom.n.sg
139,o_ere ⇌ u_tum / [-spread -lat -labdent]*[c-s-t]_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
140,scere ⇌ tum / [-spread]*[-spread -labdent -low][-long]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
141,m_ere ⇌ _itum / [b-d-p-s-t-z]?[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-e-g-o-p-q-s-t-y-z-ē-ō]cu_b_,prs.act.inf,prf.pass.ptcp.nom.n.sg
142,rre_e ⇌ _sum / [-spread -lat -labdent]*[c-g-q-u-ū][e-i-o-u]_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
143,rere ⇌ situm / [-spread -nas -lat -labdent]*[-spread -lat -labdent -low][q-u-ū][a-o-u][e-i]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
144,o_escere ⇌ u_tum / ad_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
145,īre ⇌ tum / [-spread -lat]*[-spread -lat -labdent][a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
146,gēre ⇌ ctum / [-spread -lat -labdent]*[-spread +cont -nas -labdent][e-i-l-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
147,erēr_ ⇌ _sum / [a-b-c-d-e-g-o-p-q-s-t-y-z-ā-ē-ō]*ha_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
148,imer_ ⇌ _mptum / [b-d-e-i-m-n-p-r-s-t-y-z-ē-ī]*[a-c-e-g-i-ā-ē-ī][b-d-e-o-p-r-s-t-z-ē-ō]_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
149,_āre ⇌ t_m / [a-d-e-z-ā-ē]*[e-f-i-r-s-y-z-ē-ī][o-u]_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
150,s_ēre ⇌ _stum / [-spread -lat -labdent]*mi_c_,prs.act.inf,prf.pass.ptcp.nom.n.sg
151,ttere ⇌ ssum / [-spread -lat]*mi_,prs.act.inf,prf.pass.ptcp.nom.n.sg
152,dēre ⇌ sum / [-spread -labdent]*[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
153,_ēre ⇌ t_m / [-spread -lat -labdent]*[b-f-m-o-p-q-u-y-ō-ū]o_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
154,tere ⇌ sum / [-spread]*[-spread -nas -lat -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
155,iscere ⇌ tum / [a-e-i-n-r-ā-ē-ī]*[b-d-p-t][-long][b-c-d-g-l-p-q-r-s-t-z]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
156,_ere ⇌ ct_m / [-spread -lat -labdent]*[f-o-u-y-ō-ū]i_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
157,rere ⇌ stum / [-spread -lat -labdent]*[e-i-o-u]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
158,ferre ⇌ latum / [-spread -lat -labdent]*_,prs.act.inf,prf.pass.ptcp.nom.n.sg
159,gere ⇌ csum / [-spread -lat]*[a-e-f-o-r-s-z-ā-ē-ō][e-i-n-r-ē-ī]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
160,ngere ⇌ ctum / [-spread -lat]*[b-d-f-m-n-p-r-s-t-z][a-e-i]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
161,ingere ⇌ actum / [-spread -lat -labdent]*[-spread -lat][b-d-f-m-n-p-s-t-z][b-d-p-r-s-t-z]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
162,āre ⇌ tum / [-spread -lat]*[d-e-l-n-r-s-t-z-ē][a-c-e-g-i-ā-ē-ī][-spread -nas -lat -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
163,ndere ⇌ sum / [-spread -lat]*[b-d-f-p-r-s-t-z][e-i-o-u]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
