pattern_id,pattern_alternation,cell_left,cell_right
164,dere ⇌ tum / [-spread -lat -labdent]*[c-d-g-t][e-r-ē][e-n-ē]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
165,nere ⇌ tum / [-spread -labdent]*[b-d-e-l-m-n-p-r-s-t-z-ē][b-d-e-i-m-n-p-r-s-t-y-z-ē-ī]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
166,o_ēre ⇌ u_tum / ad_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
167,er_cere ⇌ _um / [-spread -lat -labdent]*ha_es_,prs.act.inf,prf.pass.ptcp.nom.n.sg
168,nere ⇌ situm / [-spread -lat -labdent]*po_,prs.act.inf,prf.pass.ptcp.nom.n.sg
169,de_cere ⇌ _um / [-spread -nas -lat -labdent -low]*a[e-r-ē]_s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
170,rge_e ⇌ _sum / [-spread -lat -labdent]*[b-d-m-n-p-t][a-e]_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
171,el_ere ⇌ u_sum / [-spread -lat -labdent]*[-spread -nas -lat -labdent -low]_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
172,āre ⇌ itum / [-spread -lat -labdent]*[-spread -low][e-i-o-r-s-u-y-z-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
173,rime_ ⇌ _ssum / [-spread -lat -labdent -low]*[-spread -nas -lat -labdent][b-d-e-m-n-p-r-s-t-z-ē]p_re_,prs.act.inf,prf.pass.ptcp.nom.n.sg
174,iger_ ⇌ _ctum / [-spread -lat -labdent]*[-spread -labdent -low][d-l-r-s-t-z]_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
175,bere ⇌ ptum / [-spread -lat -labdent]*[e-l-m-n-o-r-ē-ō][e-i-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
176,tīre ⇌ sum / [-spread -lat -labdent]*sen_,prs.act.inf,prf.pass.ptcp.nom.n.sg
177,erere ⇌ itum / [c-d-e-g-i-n-r-s-t-z-ē-ī]*[a-b-d-e-g-i-o-r-u-y-z-ā-ē-ī-ō-ū][b-d-e-m-n-p-r-s-t-z-ē]s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
178,idēr_ ⇌ _ssum / [-spread -nas -lat -labdent -low]*[-spread -nas -lat -labdent][b-d-e-m-n-o-p-r-s-t-z-ē-ō]s_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
179,ider_ ⇌ _ssum / [-spread -nas -lat -labdent -low]*[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-d-e-m-n-p-r-s-t-z-ē]s_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
180,i_īre ⇌ u_tum / d?[a-d-e-g-i-r-z-ā-ē-ī][d-e-n-s-t-z-ē]s_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
181,ge_ ⇌ _ctum / [-spread -lat -labdent]*[p-s-t][e-i-o-u]r_re_,prs.act.inf,prf.pass.ptcp.nom.n.sg
182,erne_e ⇌ _atum / [-spread -lat -labdent]*st_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
183,ere ⇌ ctum / [-spread -lat]*[f-p-s-t][l-r]u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
184,ere_e ⇌ _itum / [-spread -lat -labdent]*t_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
185,g_ere ⇌ ct_m / [-spread -labdent]*[i-u]n_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
186,__ferre ⇌ abl_t_m / [-spread -lat -labdent -low]*_a_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
187,ēre ⇌ tum / [-spread]*[-spread -nas -labdent][-spread -labdent -low]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
188,escere ⇌ itum / [-spread -labdent -low]+[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-p-q-r-s-t-z]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
189,erne_ ⇌ _tum / [-spread -lat -labdent -low]*[c-p-q]_re_,prs.act.inf,prf.pass.ptcp.nom.n.sg
190,cīre ⇌ tum / [-spread -lat]*[f-s][-long][l-n-r]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
191,ere ⇌ csum / [-spread -lat -labdent -low]*flu_,prs.act.inf,prf.pass.ptcp.nom.n.sg
192,edēr_ ⇌ _ssum / [-spread -lat -labdent -low]*s_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
193,gere ⇌ actum / co_,prs.act.inf,prf.pass.ptcp.nom.n.sg
194,i_iscere ⇌ e_tum / [c-p-q]?[e-i-o-r-u-y-ē-ī-ō-ū][e-m-n-o-ē-ō][b-d-f-m-n-p-s-t-z]_[b-c-d-g-m-n-p-q-t]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
195,cēre ⇌ sum / [-spread -lat -labdent]*[b-d-m-n-p-t][o-u][l-r]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
196,cere ⇌ tum / [-spread -lat -labdent -low]*[b-m-p][a-e-i]s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
197,rce_e ⇌ _sum / [b-c-d-e-g-m-n-o-p-q-s-t-y-z-ē-ō]*pa_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
198,q_ere ⇌ ct_m / [-spread -lat -labdent]*[c-d-g-l-r-s-t-z][e-i-o-u]_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
199,o_m_ere ⇌ u__itum / c_ncu_b_,prs.act.inf,prf.pass.ptcp.nom.n.sg
200,tīre ⇌ ssum / concu_,prs.act.inf,prf.pass.ptcp.nom.n.sg
201,cīre ⇌ sum / [-spread -lat -labdent -low]*[f-r-s-z][a-e][e-i-o-r-u-y-ē-ī-ō-ū]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
202,nferre ⇌ llatum / [-spread -nas -lat -labdent -low]*[e-i-o-u]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
203,e_īre ⇌ u_tum / [b-c-d-e-g-m-n-o-p-q-s-t-y-z-ē-ō]*sep_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
204,erere ⇌ atum / [-spread -lat -labdent -low]*s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
205,q_ēre ⇌ t_m / [-spread -lat -labdent]*tor_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
206,n_ere ⇌ _tum / [-spread -lat -labdent -low]*[-spread -nas -lat -labdent -low][a-e-i]_[-spread -lat -labdent -low]+_,prs.act.inf,prf.pass.ptcp.nom.n.sg
207,ere ⇌ um / [-spread -lat -labdent -low]*[-spread -nas -lat -labdent -low][e-i-n-r-ē-ī]s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
208,tere ⇌ ssum / [-spread -lat -labdent]*[-long]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
209,rīre ⇌ stum / [-spread -nas -lat -labdent -low]*hau_,prs.act.inf,prf.pass.ptcp.nom.n.sg
210,nq_ere ⇌ ct_m / [d-e-l-r-z-ē]*li_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
211,ern_ ⇌ _tum / desp_ere_,prs.act.inf,prf.pass.ptcp.nom.n.sg
212,fferre ⇌ latum / d?[e-i]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
213,ēre ⇌ sum / [b-d-e-p-r-s-t-z-ē]*man_,prs.act.inf,prf.pass.ptcp.nom.n.sg
214,āre ⇌ um / [-spread -nas -lat -labdent -low]*[b-d-m-n-p-t][a-o]t_,prs.act.inf,prf.pass.ptcp.nom.n.sg
215,gisce_ ⇌ _ctum / ecsper_re_,prs.act.inf,prf.pass.ptcp.nom.n.sg
216,rrēre ⇌ stum / [c-d-e-g-i-r-s-t-z-ē-ī]*to_,prs.act.inf,prf.pass.ptcp.nom.n.sg
217,l_ere ⇌ _sum / [f-s]a_l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
218,dēre ⇌ isum / gau_,prs.act.inf,prf.pass.ptcp.nom.n.sg
219,gi_ner_ ⇌ __nitum / [-spread -lat -labdent -low]*_g_e_,prs.act.inf,prf.pass.ptcp.nom.n.sg
220,q_ere ⇌ c_tum / [l-r-s-z][e-o]_u_,prs.act.inf,prf.pass.ptcp.nom.n.sg
221,re_e ⇌ _tuum / mo_r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
222,idere ⇌ asum / occ_,prs.act.inf,prf.pass.ptcp.nom.n.sg
223,dīre ⇌ sum / o?[e-o-r-ē-ō]_,prs.act.inf,prf.pass.ptcp.nom.n.sg
224,ges_ere ⇌ _tum / perfri_c_,prs.act.inf,prf.pass.ptcp.nom.n.sg
225,_ere ⇌ ssu_ / [b-d-e-p-r-s-t-z-ē]*pre_m_,prs.act.inf,prf.pass.ptcp.nom.n.sg
226,ti_cere ⇌ _um / [b-d-e-p-r-s-t-z-ē]*sen_s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
227,ce_cere ⇌ _um / rau_s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
228,rre_cere ⇌ _tum / [e-r-ē]*to_s_,prs.act.inf,prf.pass.ptcp.nom.n.sg
229,rē_e ⇌ _atum / _r_,prs.act.inf,prf.pass.ptcp.nom.n.sg
230,r_āre ⇌ _atum / rub_ic_,prs.act.inf,prf.pass.ptcp.nom.n.sg
231,is_ere ⇌ ta_um / s_t_,prs.act.inf,prf.pass.ptcp.nom.n.sg
232,rade_ ⇌ _ssum / superg_re_,prs.act.inf,prf.pass.ptcp.nom.n.sg
233,tol_ere ⇌ sub_atum / _l_,prs.act.inf,prf.pass.ptcp.nom.n.sg
234,ciscere ⇌ tum / ul_,prs.act.inf,prf.pass.ptcp.nom.n.sg
235,ā_e ⇌ atu_um / X*[-low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
236,e_e ⇌ tu_um / X*[-spread]*[-spread -labdent][-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
237,e_e ⇌ itu_um / [-spread]*[-spread -labdent][-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
238,ī_e ⇌ itu_um / X*_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
239,_e_e ⇌ e_tu_um / [-spread -lat -labdent]*[-spread -lat -labdent -high][e-i-l-r-ē-ī]_[-spread -nas -lat]+_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
240,ge_e ⇌ ctu_um / [-spread]*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
241,ige_e ⇌ actu_um / [-spread -lat -LAB -labdent]*[-spread -lat -labdent][a-b-d-e-m-n-o-p-s-t-z-ā-ē-ō]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
242,ē_e ⇌ itu_um / [-labdent]*[-spread -lat -labdent][-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
243,de_e ⇌ su_um / X*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
244,i_e_e ⇌ e_tu_um / [-spread -lat -labdent]*[-spread -low][-spread -nas -low]_[b-c-d-g-m-n-p-q-t]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
245,m_e_e ⇌ _tu_um / [-spread -lat -labdent]*[d-r-z][i-u]_[-spread -lat -labdent -low]+_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
246,de_e ⇌ ssu_um / [-spread -lat]*[-long]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
247,nde_e ⇌ ssu_um / [-spread -lat]*[b-c-d-f-g-p-q-r-s-t-z][-long]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
248,_s_e_e ⇌ t__u_um / [a-b-d-e-o-z-ā-ē-ō][b-d-e-p-s-t-z-ē]s_i_t_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
249,gē_e ⇌ su_um / [-spread -lat]*[b-d-f-m-n-p-s-t-z][e-i-o-u][l-r]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
250,i_ē_e ⇌ e_tu_um / [a-c-d-e-g-s-t-z-ā-ē]?[-spread -nas -lat -labdent][b-d-e-l-m-n-p-r-s-t-z-ē][d-l-r-s-t-z]_[c-d-g-n-t]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
251,he_e ⇌ ctu_um / [-spread -lat -labdent]*[e-i-o-r-u-y-ē-ī-ō-ū][a-e]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
252,esse ⇌ futurum / [-spread -lat -labdent]*_,prs.act.inf,fut.act.ptcp.nom.n.sg
253,e_e ⇌ ptu_um / [-spread -lat -labdent]*[e-i-o-u]m_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
254,ē_e ⇌ u_um / [-spread -nas -lat -labdent]*[c-e-g-ē][e-n-ē][e-i-n-r-ē-ī][s-t]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
255,osce_e ⇌ itu_um / [-spread -lat -labdent]*[a-b-d-e-o-z-ā-ē-ō][d-g]n_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
256,o_e_e ⇌ u_tu_um / [-spread -lat -labdent]*[c-s-t]_l_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
257,sce_e ⇌ tu_um / [-spread]*[-spread -labdent -low][-long]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
258,m_e_e ⇌ _itu_um / [b-c-d-g-p-q-s-t-z]?[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-e-g-m-n-o-p-q-s-t-y-z-ē-ō]cu_b_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
259,r_e_e ⇌ _su_um / [-spread -lat -labdent]*[c-g-q-u-ū][e-i-o-u]_r_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
260,re_e ⇌ situ_um / [-spread -nas -lat -labdent]*[-spread -lat -labdent -low][q-u-ū][a-o-u][e-i]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
261,o_esce_e ⇌ u_tu_um / ad_l_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
262,ī_e ⇌ tu_um / [-spread -lat]*[-spread -lat -labdent][a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
263,gē_e ⇌ ctu_um / [-spread -lat -labdent]*[-spread +cont -nas -labdent][e-i-l-o-r-u-y-ē-ī-ō-ū]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
264,rē_e ⇌ su_um / [-spread -lat -labdent]*hae_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
265,im__e ⇌ _mptu_um / [b-d-e-i-m-n-p-r-s-t-y-z-ē-ī]*[a-c-e-g-i-ā-ē-ī][b-d-e-o-p-r-s-t-z-ē-ō]_e_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
266,ē_e ⇌ etu_um / [-spread -lat]*[-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
267,s_ē_e ⇌ _stu_um / [-spread -lat -labdent]*mi_c_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
268,tte_e ⇌ ssu_um / [-spread -lat]*mi_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
269,dē_e ⇌ su_um / [-spread -labdent]*[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
270,_ē_e ⇌ t__um / [-spread -lat -labdent]*[b-f-m-o-p-q-u-y-ō-ū]o_u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
271,te_e ⇌ su_um / [-spread]*[-spread -nas -lat -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
272,isce_e ⇌ tu_um / [a-e-i-n-r-ā-ē-ī]*[b-d-p-t][-long][b-c-d-g-l-p-q-r-s-t-z]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
273,_e_e ⇌ ct__um / [-spread -lat -labdent]*[f-o-u-y-ō-ū]i_u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
274,re_e ⇌ stu_um / [-spread -lat -labdent]*[e-i-o-u]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
275,fer_e ⇌ latu_um / [-spread -lat -labdent]*_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
276,ge_e ⇌ csu_um / [-spread -lat]*[f-r-s-z]i_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
277,nge_e ⇌ ctu_um / [-spread -lat]*[b-d-f-m-n-p-r-s-t-z][a-e-i]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
278,inge_e ⇌ actu_um / [-spread -lat -labdent]*[-spread -lat][b-d-f-m-n-p-s-t-z][b-d-p-r-s-t-z]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
279,ā_e ⇌ tu_um / [-spread -lat]*[d-e-l-n-r-s-t-z-ē][a-c-e-g-i-ā-ē-ī][-spread -nas -lat -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
280,nde_e ⇌ su_um / [-spread -lat]*[b-d-f-p-r-s-t-z][e-i-o-u]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
281,ne_e ⇌ tu_um / [-spread -labdent]*[b-d-e-l-m-n-p-r-s-t-z-ē][b-d-e-i-m-n-p-r-s-t-y-z-ē-ī]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
282,o_ē_e ⇌ u_tu_um / ad_l_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
283,er_ce_e ⇌ _u_um / [-spread -lat -labdent]*ha_es_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
284,esce_e ⇌ itu_um / [-spread -labdent]*[-spread -low][a-e-i-l-o-r-u-y-ā-ē-ī-ō-ū][-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
285,ne_e ⇌ situ_um / [-spread -lat -labdent]*po_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
286,de_ce_e ⇌ _u_um / [-spread -nas -lat -labdent -low]*a[e-r-ē]_s_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
287,ge_e ⇌ su_um / [-spread -lat -labdent]*[b-d-m-n-p-t][a-e]r_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
288,el_e_e ⇌ u_su_um / [-spread -lat -labdent]*[-spread -nas -lat -labdent -low]_l_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
289,ā_e ⇌ itu_um / [-spread -lat -labdent]*[-spread][e-i-o-r-s-u-y-z-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
290,im__e ⇌ _ssu_um / [-spread -lat -labdent -low]*[-spread -nas -lat -labdent][b-d-e-m-n-p-r-s-t-z-ē]pr_e_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
291,ig__e ⇌ _ctu_um / [-spread -lat -labdent]*[-spread -labdent -low][d-l-r-s-t-z]_e_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
292,be_e ⇌ ptu_um / [-spread -lat -labdent]*[e-l-m-n-o-r-ē-ō][e-i-o-r-u-y-ē-ī-ō-ū]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
293,tī_e ⇌ su_um / [-spread -lat -labdent]*sen_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
294,ere_e ⇌ itu_um / [c-d-e-g-i-n-r-s-t-z-ē-ī]*[a-b-d-e-g-i-o-r-u-y-z-ā-ē-ī-ō-ū][b-d-e-m-n-p-r-s-t-z-ē]s_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
295,idē_e ⇌ essu_um / [-spread -nas -lat -labdent -low]*[-spread -nas -lat -labdent][b-d-e-m-n-o-p-r-s-t-z-ē-ō]s_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
296,id__e ⇌ _ssu_um / [-spread -nas -lat -labdent -low]*[a-e-i-o-r-u-y-ā-ē-ī-ō-ū][b-d-e-m-n-p-r-s-t-z-ē]s_e_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
297,ge_ ⇌ _cturum / [-spread -lat -labdent]*[p-s-t][e-i-o-u]r_re_,prs.act.inf,fut.act.ptcp.nom.n.sg
298,e_ne_e ⇌ _atu_um / [-spread -lat -labdent]*st_r_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
299,e_e ⇌ ctu_um / [-spread -lat]*[f-p-s-t][l-r]u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
300,de_e ⇌ tu_um / [-spread -lat -labdent]*ten_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
301,e_e_e ⇌ _itu_um / [-spread -lat -labdent]*t_r_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
302,g_e_e ⇌ ct__um / [-spread -labdent]*[i-u]n_u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
303,__fer_e ⇌ abl_t__um / [-spread -lat -labdent -low]*_a_u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
304,ē_e ⇌ tu_um / [-spread]*[-spread -nas -labdent][-spread -labdent -low]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
305,e_n__e ⇌ __tu_um / [-spread -lat -labdent -low]*[c-p-q]_r_e_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
306,cī_e ⇌ tu_um / [-spread -lat]*[f-s][-long][l-r]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
307,e_e ⇌ csu_um / [-spread -lat -labdent -low]*flu_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
308,dē_e ⇌ ssu_um / [-spread -lat -labdent -low]*se_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
309,ge_e ⇌ actu_um / co_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
310,i_isce_e ⇌ e_tu_um / [c-p-q]?[e-i-o-r-u-y-ē-ī-ō-ū][e-m-n-o-ē-ō][b-d-f-m-n-p-s-t-z]_[b-c-d-g-m-n-p-q-t]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
311,cē_e ⇌ su_um / [-spread -lat -labdent]*mul_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
312,ce_e ⇌ tu_um / [-spread -lat -labdent -low]*[b-m-p][a-e-i]s_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
313,q_e_e ⇌ ct__um / [-spread -lat -labdent]*[c-d-g-l-r-s-t-z][e-i-o-u]_u_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
314,tī_e ⇌ ssu_um / concu_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
315,nfer_e ⇌ llatu_um / [-spread -nas -lat -labdent -low]*[e-i-o-u]_r_,prs.act.inf,fut.act.ptcp.nom.n.sg
