pattern_id,pattern_alternation,cell_left,cell_right
780,scē_r ⇌ _m / [-spread]*[e-i-l-m-n-o-r-u-y-ē-ī-ō-ū][a-e-i]_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
781,bēt_r ⇌ ps_m / [-spread -labdent]*la_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
782,q_ē_r ⇌ c__m / [-spread -labdent]*[l-r-s-z][e-o]_u_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
783,iscē_r ⇌ _m / [-spread -lat -labdent]*[a-e-n-ā-ē][b-c-d-g-m-n-p-q-r-s-t-z]_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
784,diēt_r ⇌ ss_m / [-spread -lat -labdent]*[-spread -lat -labdent -low]gre_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
785,hē_r ⇌ c_m / [c-d-e-g-i-r-s-t-z-ē-ī]*[e-i-o-r-s-u-y-z-ē-ī-ō-ū][e-m-n-ē]ue_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
786,ēb_r ⇌ _m / [-spread -lat -labdent -low]*[b-d-e-o-p-s-t-z-ē-ō][b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū]_itu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
787,iē_r ⇌ _um / [-spread -lat -labdent]*[e-m-n-r-ē]mor_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
788,tiēt_r ⇌ ss_m / [-spread -lat -labdent]*[f-p][a-e]_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
789,itēbit_r ⇌ ess_m / [c-p-q]?[b-d-e-o-r-z-ē-ō][e-m-n-o-ē-ō]f_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
790,rē_r ⇌ s_m / [-spread -lat -labdent]*que_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
791,ē_r ⇌ i_m / i?[-approx -spread -lat -low]*[d-r-s-t-z]u_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
792,gē_r ⇌ c_m / [p-s-t]?[b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū][b-d-e-r-z-ē][f-r-s-z][i-u]n_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
793,tābit_r ⇌ s_m / deplec_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
794,diēt_r ⇌ s_m / [e-r-ē][c-e-g-ē][d-s-t-z]or_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
795,ē_r ⇌ c_m / [b-d-e-p-r-s-t-z-ē]*fru_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
796,adiēt_r ⇌ ess_m / [-spread -lat -labdent]*gr_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
797,ciscē_r ⇌ _m / inul_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
798,tēt_r ⇌ ss_m / n?[i-u]_u_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
799,bī_r ⇌ _m / o_bitu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
800,ēbi_r ⇌ _m / tu_tu_,fut.pass.ind.3.sg,prf.pass.ptcp.nom.n.sg
801,iē_ ⇌ _um / [-approx -spread -lat -labdent]*[e-o]r_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
802,tēt_ ⇌ s_um / [-spread -lat -labdent]*[i-u]_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
803,ābi_ ⇌ a_um / X*[-low]+_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
804,i_iscē_ ⇌ e__um / [a-e][b-d-m-n]_[b-d-m-n-p-t]_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
805,tiēt_ ⇌ ns_um / [-spread -nas -lat -labdent]*[b-d-e-i-m-n-r-y-z-ē-ī]me_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
806,ē_ ⇌ _um / [-spread -labdent]*[b-c-d-g-l-p-q-r-s-t-z][i-u]_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
807,scē_ ⇌ _um / [-spread -lat]*[l-n-r][a-e-i]_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
808,bēt_ ⇌ ps_um / [-spread -labdent]*la_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
809,q_ē_ ⇌ c__um / [-spread -labdent]*[l-r-s-z][e-o]_u_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
810,iscē_ ⇌ _um / [-spread -lat -labdent]*[a-e-n-ā-ē][b-c-d-g-p-q-r-s-t-z]_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
811,diēt_ ⇌ ss_um / [-spread -lat -labdent]*[-spread -lat -labdent -low]gre_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
812,hē_ ⇌ c_um / [c-d-e-g-i-r-s-t-z-ē-ī]*[e-i-o-r-s-u-y-z-ē-ī-ō-ū][e-m-n-ē]ue_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
813,ēb_ ⇌ _um / [-spread -lat -labdent -low]*[b-d-e-o-p-s-t-z-ē-ō][b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū]_itur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
814,tiēt_ ⇌ ss_um / [-spread -lat -labdent]*[f-p][a-e]_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
815,itēbit_ ⇌ ess_um / [c-p-q]?[b-d-e-o-r-z-ē-ō][e-m-n-o-ē-ō]f_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
816,rē_ ⇌ s_um / [-spread -lat -labdent]*que_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
817,ē_ ⇌ i_um / i?[-approx -spread -lat]*[d-r-s-t-z][c-g-q-u-ū]_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
818,gē_ ⇌ c_um / [p-s-t]?[b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū][b-d-e-r-z-ē][f-r-s-z][i-u]n_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
819,tābit_ ⇌ s_um / deplec_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
820,diēt_ ⇌ s_um / [e-r-ē][c-e-g-ē][d-s-t-z]or_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
821,ē_ ⇌ c_um / [b-d-e-p-r-s-t-z-ē]*fru_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
822,adiēt_ ⇌ ess_um / [-spread -lat -labdent]*gr_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
823,bī_ ⇌ _um / o_bitur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
824,ēbi_ ⇌ _um / tu_tur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
825,tēt_ ⇌ ss_um / u_ur_,fut.pass.ind.3.sg,fut.act.ptcp.nom.n.sg
826,_ī ⇌ t_m / X*[-spread -labdent]_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
827,sī ⇌ tum / [-spread]*[+son][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
828,dī ⇌ tum / [-spread -lat -labdent]+[b-d-e-f-p-s-t-z-ē][e-i-m-n-o-r-u-y-ē-ī-ō-ū]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
829,ī ⇌ tum / X*[-spread -labdent]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
830,egī ⇌ actum / [-spread -lat]*_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
831,e_ī ⇌ a_tum / X*[-spread -labdent -low]*[-spread -nas -lat -low]_[-spread -nas -lat -labdent -low]+_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
832,e_ī ⇌ it_m / [-spread -labdent]*[l-r-s-z]_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
833,_ī ⇌ it_m / X*[a-e-i-m-n-o-r-u-y-ā-ē-ī-ō-ū][b-c-d-g-l-m-n-p-q-r-s-t-z]_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
834,ī ⇌ um / X*[-spread][-spread -labdent][s-t]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
835,i__ī ⇌ e_t_m / [-spread]*[-spread -low]_[-spread -lat -labdent]+_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
836,dī ⇌ sum / [-lat]*[e-i-m-n-o-r-u-y-ē-ī-ō-ū]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
837,dī ⇌ ssum / [-spread -lat]*[e-i-o-u]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
838,ī ⇌ itum / [-spread]*[-spread -lat][-spread -labdent -low]+_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
839,o_ī ⇌ it_m / [-spread -lat -labdent]*[a-c-g-ā]?[a-b-d-e-o-z-ā-ē-ō][d-g]n_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
840,o__ī ⇌ u_t_m / [-spread]*[-lat -low]_[-spread -LAB -labdent]*_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
841,r_ī ⇌ _sum / [-spread -lat -labdent]*[c-g-q-u-ū][e-i-o-u]_r_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
842,ī ⇌ ptum / [-spread -lat -labdent]*em_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
843,s__ī ⇌ _st_m / [-spread -lat -labdent]*mi_c_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
844,c_ī ⇌ t_m / [-spread -lat -labdent]*[b-m-p][e-i]s_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
845,ī ⇌ sum / [-spread -lat]*[-spread -lat -labdent -low][a-c-e-g-i-o-q-u-y-ā-ē-ī-ō-ū][l-r-s-z]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
846,ī ⇌ m / [-spread -lat]*[-spread -labdent -low]*[e-i-m-n-o-r-u-y-ē-ī-ō-ū][c-d-e-g-i-n-r-s-t-z-ē-ī]s+u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
847,tī ⇌ sum / [-spread -lat -labdent]*u[e-o]r_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
848,i__ī ⇌ u_t_m / [-spread -labdent]*[-lat -labdent][-spread -lat -labdent -low]_[-spread]*_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
849,_lī ⇌ la_m / [-spread -lat -labdent]*_tu_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
850,n_sī ⇌ _tum / [-spread -lat]*[a-e-i]_[-spread -nas -lat -labdent -low]+_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
851,_ī ⇌ at_m / [-spread -lat]*[-spread -labdent -low][-long][b-c-d-g-m-n-p-q-t]_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
852,gī ⇌ ctum / [-spread -labdent]*[l-r]e_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
853,e_ī ⇌ a_um / [-spread -lat -labdent]*[b-d-m-n-p-s-t-z][f-p-s-t]_[d-r-s-t-z]+_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
854,igī ⇌ actum / c?[a-o][d-n-t]t_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
855,el_ī ⇌ u_sum / [-spread -lat -labdent]*u_l_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
856,_cidī ⇌ a_sum / c_e_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
857,edī ⇌ atum / [-spread -lat -labdent]*d_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
858,_ī ⇌ st_m / [-spread -lat -labdent -low]*pa_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
859,iī ⇌ tum / [-spread -lat -labdent -low]*[a-b-d-e-o-p-s-t-z-ā-ē-ō][a-e-o-r-ā-ē-ō][c-d-g-l-r-s-t-z]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
860,o__ī ⇌ u_it_m / c_ncub_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
861,e_ī ⇌ at_m / [-spread -lat -labdent -low]*s_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
862,q_ī ⇌ ct_m / [d-e-l-r-z-ē]*li_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
863,ī ⇌ etum / [d-e-i-r-z-ē-ī][e-n-ē][d-n-s-t-z][e-i-o-r-s-u-y-z-ē-ī-ō-ū]_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
864,pe_dī ⇌ _sum / [d-e-s-t-z-ē]*_p[e-o]n_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
865,to_dī ⇌ _sum / [a-b-d-e-o-p-r-s-t-z-ā-ē-ō]*_ton_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
866,rr_ī ⇌ st_m / [c-d-e-g-s-t-z-ē]*to_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
867,idī ⇌ asum / occ_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
868,pe_e_ī ⇌ _a_tum / _p_r_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
869,pe_ī ⇌ _itum / _ped_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
870,pe_ī ⇌ _sum / _pul_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
871,i_ī ⇌ a_um / [a-b-d-e-o-p-r-s-t-z-ā-ē-ō]*[b-d-e-p-r-s-t-z-ē]*st_t_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
872,d_ī ⇌ s_m / pertae_u_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
873,e_igī ⇌ ac_um / t_t_,prf.act.ind.1.sg,prf.pass.ptcp.nom.n.sg
874,_ī ⇌ t_rum / X*[-spread -labdent]_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
875,sī ⇌ turum / [-spread]*[+son][b-c-d-g-l-m-n-p-q-r-s-t-z]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
876,dī ⇌ turum / [-spread -lat -labdent]+[d-e-z-ē][e-i-n-r-ē-ī]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
877,ī ⇌ turum / X*[-spread -labdent]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
878,egī ⇌ acturum / [-spread -lat]*_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
879,ī ⇌ iturum / [-spread]*[-spread -labdent -low][-spread -lat -labdent -low]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
880,e_ī ⇌ a_turum / X*[-spread -labdent -low]*[-spread -nas -lat -low]_[-spread -nas -lat -labdent -low]+_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
881,e_ī ⇌ it_rum / [-spread -labdent]*[l-r-s-z]_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
882,_ī ⇌ it_rum / X*[+son][-spread -labdent -low]_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
883,ī ⇌ urum / X*[-spread -nas][-spread -labdent][s-t]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
884,i__ī ⇌ e_t_rum / [-spread]*[-spread -low]_[-spread -lat -labdent]+_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
885,dī ⇌ surum / [-lat]*[e-i-m-n-o-r-u-y-ē-ī-ō-ū]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
886,dī ⇌ ssurum / [-spread -lat]*[e-i-o-u]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
887,o_ī ⇌ it_rum / [-spread -lat -labdent]*[a-c-g-ā]?[a-b-d-e-o-z-ā-ē-ō][d-g]n_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
888,o__ī ⇌ u_t_rum / [-spread]*[-lat -low]_[-spread -LAB -labdent]*_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
889,_ī ⇌ su_um / [-spread -lat -labdent]*[c-g-q-u-ū][e-i-o-u]r_r_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
890,ī ⇌ pturum / [-spread -lat -labdent]*em_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
891,s__ī ⇌ _st_rum / [-spread -lat -labdent]*mi_c_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
892,c_ī ⇌ t_rum / [-spread -lat -labdent]*[b-m-p][e-i]s_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
893,ī ⇌ surum / [-spread -lat]*[-spread -lat -labdent -low][-long][l-r-s-z]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
894,ī ⇌ rum / [-spread -lat]*[-spread -labdent -low][d-e-i-n-r-s-t-z-ē-ī][-spread -lat -LAB -labdent][s-t]u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
895,tī ⇌ surum / [-spread -lat -labdent]*u[e-o]r_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
896,i__ī ⇌ u_t_rum / [-spread -labdent]*[-lat -labdent][-spread -lat -labdent -low]_[-spread]*_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
897,_lī ⇌ la_rum / [-spread -lat -labdent]*_tu_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
898,n_sī ⇌ _turum / [-spread -lat]*[a-e-i]_[-spread -nas -lat -labdent -low]+_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
899,_ī ⇌ at_rum / [-spread -lat]*[-spread -labdent -low][-long][b-c-d-g-m-n-p-q-t]_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
900,gī ⇌ cturum / [-spread -labdent]*[l-r]e_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
901,e_ī ⇌ a_urum / [-spread -lat -labdent]*[b-d-m-n-p-s-t-z][f-p-s-t]_[d-r-s-t-z]+_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
902,igī ⇌ acturum / c?[a-o][d-n-t]t_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
903,el_ī ⇌ u_surum / [-spread -lat -labdent]*u_l_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
904,ce_idī ⇌ _asurum / _c_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
905,_cidī ⇌ a_surum / c_e_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
906,edī ⇌ aturum / [-spread -lat -labdent]*d_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
907,_ī ⇌ st_rum / [-spread -lat -labdent -low]*pa_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
908,iī ⇌ turum / [-spread -lat -labdent -low]*[p-s-t][a-e][l-r]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
909,e_ī ⇌ at_rum / [-spread -lat -labdent -low]*s_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
910,i_ī ⇌ a_urum / [-spread -nas -lat -labdent]*[-spread -lat -labdent -low]*st_t_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
911,q_ī ⇌ ct_rum / [d-e-l-r-z-ē]*li_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
912,ī ⇌ eturum / [d-e-i-r-z-ē-ī][e-n-ē][d-n-s-t-z][e-i-o-r-s-u-y-z-ē-ī-ō-ū]_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
913,pe_dī ⇌ _surum / [d-e-s-t-z-ē]*_p[e-o]n_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
914,to_dī ⇌ _surum / [a-b-d-e-o-p-r-s-t-z-ā-ē-ō]*_ton_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
915,r_ī ⇌ stu_m / [c-d-e-g-s-t-z-ē]*to_ru_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
916,fe_el_ī ⇌ _a_surum / _f_l_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
917,idī ⇌ asurum / [e-i-o-r-u-y-ē-ī-ō-ū][c-d-e-g-n-s-t-z-ē]c_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
918,pe_e_ī ⇌ _a_iturum / _p_[c-d-g-r-s-t-z]+_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
919,pe_ī ⇌ _iturum / _ped_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
920,pe_ī ⇌ _surum / _pul_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
921,d_ī ⇌ s_rum / pertae_u_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
922,ī ⇌ iurum / suffics_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
923,e_igī ⇌ ac_urum / t_t_,prf.act.ind.1.sg,fut.act.ptcp.nom.n.sg
924, ⇌ ur / X*[-spread -labdent][s-t]_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
925,_ ⇌ i_ur / [-spread -lat]*[-spread -labdent][-spread -labdent -low]_[-spread -labdent]+_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
926, ⇌ r / [b-c-d-e-g-o-p-q-s-t-y-z-ē-ō]*[e-m-n-ē]mortu_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
927,u_ ⇌ o_ur / c_ncubit_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
928,_ ⇌ i_r / [d-e-i-n-r-s-t-z-ē-ī]*[-spread -lat -labdent -high]*mor_tu_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
929,_ ⇌ i_ur / [-spread -lat]*[b-d-m-n-p-s-t-z][b-d-e-g-i-o-r-u-y-z-ē-ī-ō-ū][-spread -nas -lat -labdent -low]_[-spread -nas -lat -labdent]+_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
930,sci_ ⇌ _ur / quie_t_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
931,t ⇌ r / statu_um,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
932,_ ⇌ i_ru / [-spread -lat]*[b-d-e-i-m-n-p-r-s-t-y-z-ē-ī][-spread -nas -lat -labdent -low]+_[-spread -nas -lat -labdent]+_m,prf.pass.ptcp.nom.n.sg,fut.act.ptcp.nom.n.sg
933,_um ⇌ u_ / [-spread -labdent -low]*[b-d-l-p-r-s-t-z][i-u][b-g]_it_,prf.pass.ptcp.nom.n.sg,prf.act.ind.3.sg
934,s_m ⇌ d_it / tae_u_,prf.pass.ptcp.nom.n.sg,prf.act.ind.3.sg
935,_urum ⇌ u_ / [-spread -labdent -low]*[b-d-l-p-r-s-t-z][i-u][b-g]_it_,fut.act.ptcp.nom.n.sg,prf.act.ind.3.sg
936,_urum ⇌ i_ / confu_t_,fut.act.ptcp.nom.n.sg,prf.act.ind.3.sg
937,sur_m ⇌ d_it / tae_u_,fut.act.ptcp.nom.n.sg,prf.act.ind.3.sg
